outlet,bias,headline,summary,ground_news_interest_url
Le Huffington Post,Left,Trump's Chosen for the Federal Reserve (Which Causes the Gold Price to Fall),"This 55-year-old businessman is expected to succeed Jerome Powell in May, whose U.S. president continues to lament.",https://ground.news/interest/le-huffington-post
rhodeislandcurrent.com,Left,"Trump Threatens Tariffs on Greenland, Countries That Oppose US Takeover","President Donald Trump threatened to impose tariffs on Greenland and countries that oppose his plans to take over the Arctic island, as members of Congress from both parties were in Europe to reassure allied nations that they won't support his efforts.",https://ground.news/interest/rhodeislandcurrentcom
La Jornada,Left,U.S. President Trump Threatens Tariffs on European Allies Over Greenland Dispute,"U.S. President Donald Trump has threatened to impose tariffs on European nations that do not support his country's plans to take control of Greenland, emphasizing the importance of the island for national security, particularly in relation to the Dome Defense Missile system.",https://ground.news/interest/la-jornada
HuffPost,Left,'The Court’s Patience Is At An End': Judge Takes 'Extraordinary Step' Against Acting ICE Chief,"""Lesser measures have been tried and failed,"" U.S. District Judge Patrick Schiltz said.",https://ground.news/interest/huffpost
The Daily Boulder,Left,Nobel Winner Admits Why She Handed Her Prize to Trump,"Despite the Nobel Committee's clear rules against transferring the prize, Venezuelan opposition leader María Corina Machado presented the framed medal to Donald Trump at the White House, who accepted it.",https://ground.news/interest/the-daily-boulder
Mashable,Left,Astronomers Confirm Exile Planet in Milky Way,"A lone, starless world has been confirmed to be wandering through the Milky Way galaxy, marking the first time direct evidence has been found for such a rogue planet. By capturing the same cosmic alignment from Earth and space, researchers were able to directly measure the planet's mass, providing a new understanding of these mysterious celestial bodies.",https://ground.news/interest/mashable
Common Dreams,Left,'Stop This Madness': 3 Killed in Mass Shooting at Rhode Island High School Hockey Game,"""This is no way for our kids to live,"" said one gun control advocate.",https://ground.news/interest/common-dreams
Raw Story,Left,Trump threatens to slap tariffs on countries that won't let him take over Greenland,Open the article to view the coverage from Raw Story 1 month ago,https://ground.news/interest/raw-story
Wonkette,Left,"Insolent, Shouty Brat Brings Burn Book To Congress","Uh oh, she’s got that poopyface like she just smelled Donald Trump’s ass again. On the day after her Department of Justice received its latest humiliation, when a grand jury laughed its ass off and told US Attorney Jeanine Pirro to go fuck an empty Franzia box with her attempted indictments of six Democratic members of Congress, Attorney General Pam “Country Time Regina George with a burn book full of Funyun powder” Bondi showed up to Congress a bratty, shouty, and disrespectful presence.",https://ground.news/interest/wonkette
Boing Boing,Left,MAGA Man Anthony Kazmierczak Charged with Assault and Intimidation for Squeezing Vinegar on Ilhan Omar,"Anthony Kazmierczak, a MAGA supporter, has been charged with assault and intimidation after squirting vinegar on Democratic U.S. Rep. Ilhan Omar at an event in Minneapolis on Tuesday night. Kazmierczak also allegedly told a close associate several years ago that ""somebody should kill"" Omar, according to court documents.",https://ground.news/interest/boing-boing
HuffPost,Left,FAA: Small Plane Carrying 8 Crashes At Airport In Maine,"Federal authorities are investigating the incident, which reportedly occurred during takeoff.",https://ground.news/interest/huffpost
Truthout,Left,"Trump Sues IRS, Treasury for $10 Billion Over Tax Return Leak","Trump sues IRS and Treasury for $10 billion over tax return leak, claiming weaponization of taxpayer privacy laws.",https://ground.news/interest/truthout
rhodeislandcurrent.com,Left,Pawtucket Police Chief Tina Goncalves Asks for Respect for Family After Tragedy at Ice Rink,"With a large contingent of state and local elected officials standing by, Pawtucket Police Chief Tina Goncalves Tuesday released the names of the mother and daughter killed in the Lynch Arena shooting investigation.",https://ground.news/interest/rhodeislandcurrentcom
Meduza,Left,"New Documents Reveal Links Between Jeffrey Epstein and Bill Gates, Ilon Musk","The U.S. Department of Justice has released a series of documents (1, 2, 3) that shed light on the alleged human trafficking case involving Jeffrey Epstein, a prominent financier accused of sex trafficking, according to CNN on 30 January.",https://ground.news/interest/meduza
Salon,Left,"Bovino is out, but Trump isn't relenting","Beyond the heinous fact of Alex Pretti's killing on Saturday in Minneapolis, when at least 10 bullets were fired by Border Patrol officers at the 37-year-old ICU nurse who was caring for others at a peaceful protest against Immigration and Customs Enforcement operations, it was body language that stood out. The curve of his thin back as he tried to shield a woman before he was dragged away; the swagger of the federal agents who were soon to kill.",https://ground.news/interest/salon
Salon,Left,Trump and sons seek $10 billion taxpayer-funded payday in IRS lawsuit,"President Donald Trump sued the IRS and the Treasury Department on Thursday, alleging they failed to ""safeguard"" his and his family's tax returns from being leaked to the press. Trump, along with his sons, Eric and Don Jr., and the Trump Organization, are seeking $10 billion in damages, according to a lawsuit filed in Florida's Southern District Court. The lawsuit alleges that the IRS and Treasury Department ""had a duty to...protect"" the Trumps' ""tax returns.""",https://ground.news/interest/salon
CartaCapital,Left,María Corina Machado Delivers the Nobel Peace Medal to Trump and Says Tell Him,"According to the Statutory of the Nobel Institute, it is personal and irreplaceable",https://ground.news/interest/cartacapitalcombr
Le Huffington Post,Left,Who Is Trump's Chosen for the Federal Reserve (Which Causes the Gold Price to Fall),"This 55-year-old businessman is expected to succeed Jerome Powell in May, whose U.S. president continues to lament.",https://ground.news/interest/le-huffington-post
teleSUR,Left,Maria Corina Machado Gave Donald Trump His Nobel Prize,The White House tenant thanked him for delivering the Nobel medal but reiterated that María Corina Machado does not have the political backing of Venezuelan society.,https://ground.news/interest/telesurtvnet
scheerpost.com,Left,Rep. Ilhan Omar Attacked by Man at Minneapolis Town Hall After She Called for Noem’s Impeachment,"Omar has long been a favorite target of President Donald Trump and his supporters, and the attack on her comes just days after Florida Congressmember Maxwell Frost was punched by a Trump supporter while attending the Sundance Film Festival.",https://ground.news/interest/scheerpostcom
Novara Media,Left,"Trump Warns Iran: ""Time Is Running Out""","Trump warns Iran that he is ready to attack, while Starmer visits China - a first for a UK PM since 2018, and the reality of workers being replaced by AI... With Michael Walker & Aaron Bastani...",https://ground.news/interest/novara-media
Le Huffington Post,Left,Trump's Quotes in New Epstein Documents: A Closer Look at the President's Statements,"The president's quotes in the new Epstein-related documents have been scrutinized, revealing a more nuanced and complex picture of his involvement.",https://ground.news/interest/le-huffington-post
HuffPost,Left,Trump Nominates Kevin Warsh To Lead The Federal Reserve,"Trump praised Kevin Warsh as one of the ""great Fed Chairmen"" and expressed confidence in his nomination.",https://ground.news/interest/huffpost
Truthout,Left,"Trump Sues IRS, Treasury for $10 Billion Over Tax Return Leak","Trump sues IRS and Treasury for $10 billion over tax return leak, claiming weaponization of taxpayer privacy laws.",https://ground.news/interest/truthout
Mediazona,Left,Wsj: U.S. Intelligence Suggests U.S.A. Did Not Attempt to Attack Putin's Residence in Valdai; Attack Was Aimed at Military Facility in Same Region.,The U.S. Central Intelligence Agency concluded that Ukrainian drones were trying to attack a military facility in No... 2 months ago,https://ground.news/interest/_57539d
The London Economic,Left,FBI Document Reveals Trump Told Police About Epstein's Behavior in 2006,"A newly uncovered FBI document reveals that Donald Trump informed law enforcement about Jeffrey Epstein's behavior in 2006. According to the document, a 2019 FBI interview with a former Florida police officer, the officer stated that Trump called him in relation to an investigation into Epstein.",https://ground.news/interest/the-london-economic
workers.org,Left,"15,000 Nurses Walk Out on Big-Business Hospitals in NYC","The New York State Nurses Association (NYNSA) announced a strike by 15,000 nurses at the biggest and richest hospital empires in New York City, starting at 6 a.m. on Jan. 12. This marks the largest nurses' strike in the city's history.",https://ground.news/interest/workersorg
Meduza,Left,"Trump: Possible Attack on Iranian Nuclear Facilities, Air Strikes Against Leaders","Trump is considering a new large-scale attack on Iran after preliminary discussions between Washington and Tehran on limiting Iran's nuclear programme have not made progress, according to sources.",https://ground.news/interest/meduza
Mashable,Left,"Elon Musk's xAI all-hands takeaways: Ancient aliens, Macrohard","In the wake of xAI losing two of its co-founders and other prominent employees, Elon Musk held an all-hands meeting at his his AI company, which recently merged with SpaceX. And in an unusual move, xAI posted the entire 45-minute meeting online. This Tweet is currently unavailable. It might be loading or has been removed. No time to watch or listen? We've got you. Here are the main takeaways: xAI splits into teams",https://ground.news/interest/mashable
Raw Story,Left,Venezuelan opposition leader 'presented' Trump with her Nobel Peace Prize,"Venezuelan opposition leader María Corina Machado revealed that she ""presented"" President Donald Trump with the Nobel Peace Prize she won ""for her tireless work promoting democratic rights for the people of Venezuela."" Before her Thursday meeting, the U.S. president said it would be an ""honor"" to sh... 1 month ago · United States",https://ground.news/interest/raw-story
Raw Story,Left,Trump Sues IRS for $10 Billion,"President Donald Trump filed a lawsuit against the IRS on Thursday, alleging the agency failed to prevent the leak of his tax returns during his first administration. The lawsuit, which was filed in Miami, claims the IRS failed to prevent the leak and seeks $10 billion in damages.",https://ground.news/interest/raw-story
World Socialist Web Site,Left,Democrats Reach Deal with White House to Keep Immigration Gestapo Funded,The deal provides a 2-week extension of funding for the Department of Homeland Security while locking in full funding for the Pentagon and the national security state as the Trump administration prepares for war with Iran.,https://ground.news/interest/world-socialist-web-site
Mashable,Left,Jimmy Kimmel's blunt reaction to the latest Epstein files update,"Jimmy Kimmel has expressed his thoughts on the latest Epstein files update, with Trump officials stating they still do not have a specific release date.",https://ground.news/interest/mashable
Raw Story,Left,'Huge news!' Expert cheers as judge shuts down Trump's scheme to arrest thousands,"President Donald Trump's mass immigrant arrest scheme suffered a huge setback on Wednesday, as a federal judge in Minnesota ordered a halt to any arrest and detention of lawful refugees not accused of committing crimes.Senior U.S. District Judge John Tunheim ordered that the moves to arrest Minnesot...",https://ground.news/interest/raw-story
Boing Boing,Left,Man sprays Rep. Ilhan Omar with unknown substance,"A man rushed the stage at a Minneapolis town hall on Tuesday and sprayed Rep. Ilhan Omar with an unknown foul-smelling liquid before being tackled by security. The suspect, identified as Anthony James Kazmierczak, 55, used a syringe to spray the substance while shouting, ""You must resign!""",https://ground.news/interest/boing-boing
RollingStone,Left,"Trump, Musk, Lutnick Show Up in Latest Epstein Files Release",The Trump administration says this is the last batch of documents related to investigations of the late sex offender that it will publish,https://ground.news/interest/rollingstone_6de571
Raw Story,Left,Trump Sues IRS for $10 Billion,"President Donald Trump filed a lawsuit against the IRS on Thursday, alleging the agency failed to prevent the leak of his tax returns during his first administration. The lawsuit, which was filed in Miami, also claims the IRS failed to prevent the release of his personal financial information.",https://ground.news/interest/raw-story
Bucks County Beacon - News. Government. Politics.,Left,"As ICE Expands, Crimes Committed by Agents Show How Their Powers Can Be Abused - Bucks County Beacon","Investigators said one immigration enforcement official got away with physically assaulting his girlfriend for years. Another admitted he repeatedly sexually abused a woman in his custody. A third is charged with taking bribes to remove detention orders on people targeted for deportation. At least two dozen U.S. Immigration and Customs Enforcement employees and contractors have been charged with crimes since 2020, and their documented wrongdoing highlights the abuse of power by ICE agents.",https://ground.news/interest/bucks-county-beacon-news-government-politics
Raw Story,Left,Judge's fiery ruling slams the brakes on Trump admin's crusade to deport 5-year-old,"A Texas federal judge has delivered a stunning courtroom victory for an Ecuadorian father and his 5-year-old son, ordering federal immigration authorities to keep them in the country while he fights the Trump administration in court. U.S. District Judge Fred Biery issued a blistering stay order, declaring that the administration's efforts to deport the child are unlawful.",https://ground.news/interest/raw-story
Aftonbladet,Left,Deadly Explosion Rocks New Year's Eve at Crans-Montana Ski Resort,"An explosion has occurred during New Year's celebrations at the ski resort of Crans-Montana in the Alps, resulting in at least ten deaths and ten injuries. The incident occurred 2 months ago in Stockholm, Sweden.",https://ground.news/interest/aftonbladet
Raw Story,Left,Child Sex Abuse Tip Against Trump Passed on to FBI for Further Investigation: Epstein File,"The FBI received a tip from a woman who claimed her friend was forced as a young teenager to perform a sex act on Donald Trump, according to newly released documents in the Jeffrey Epstein files. The Department of Justice published 3 million additional pages of documents related its investigation of Jeffrey Epstein, a convicted sex offender, and his alleged victims.",https://ground.news/interest/raw-story
aztecayucatan.com,Left,Videos of the Tragedy: Thus Began the Bar Incendio that Left 40 Dead and More than 100 Wounded at New Year's Eve Party,"In the early hours of January 1, 2026, a fire broke out at a bar in Switzerland, resulting in 40 deaths and over 100 injuries. On TV Azteca Yucatán, we provide an overview of the incident, which has overshadowed celebrations of the New Year internationally. What happened in Switzerland? According to Swiss authorities, the fire broke out around 1:30 a.m. on January 1, 2026, at the bar.",https://ground.news/interest/aztecayucatancom
CartaCapital,Left,Judge Blocks Trump's Detention of Refugees in Minnesota,"A federal judge has blocked the Trump administration's plans to detain refugees in Minnesota, preventing the government from enforcing its new immigration policies.",https://ground.news/interest/cartacapitalcombr
fightbacknews.org,Left,New Orleans: City Council puts 1-year ban on data center construction in New Orleans East,"New Orleans, LA - On Wednesday, January 28, dozens of community members showed up to city council to give public comment on an ordinance that would ban the construction of data centers in New Orleans East for one year.",https://ground.news/interest/fightbacknewsorg
HuffPost,Left,"Rep. Ro Khanna Criticizes DOJ for Releasing Epstein Files, Calls for Further Investigation",The lawmaker who pushed for the unearthing of the Epstein files has criticized the Department of Justice for not fully complying with the law.,https://ground.news/interest/huffpost
Wonkette,Left,Trump Sues IRS For $10 Billion For All Those Taxes He Never Paid,"Donald Trump is suing the IRS for $10 billion, claiming the government owes him for years of unpaid taxes. He also criticized ABC News reporter Aaron Rupar for being a ""loud person.""",https://ground.news/interest/wonkette
Afro,Left,Nobel Institute Clarifies: Machado Cannot Present Peace Prize to U.S. President,"The Norwegian Nobel Institute has clarified that Venezuelan opposition leader María Corina Machado cannot present her Nobel Peace Prize to U.S. President Donald Trump, emphasizing that Nobel decisions are final and permanent. The clarification followed Machado's public gesture of presenting her medal to Trump as thanks for his role in the capture of Nicolás Maduro, a move the institute said has no legal standing under Nobel rules.",https://ground.news/interest/afro
The New Republic,Left,Trump Official Admits Epstein Files Cover Up Key Evidence,Deputy Attorney General Todd Blanche claims that the Epstein files conceal crucial information about the other men involved in the sexual abuse of young women and girls.,https://ground.news/interest/the-new-republic
Daily Kos,Left,Why Trump’s new Fed chair nominee should terrify us all,"President Donald Trump continued to flood the zone with horrific news Friday, this time by nominating a hack who got literally everything wrong during the 2008 financial crisis to serve as Federal Reserve Chairman.",https://ground.news/interest/daily-kos
NationofChange,Left,"Trump Sues IRS Over $10 Billion Tax Leak, Conflict Concerns Deepen","The lawsuit targets federal agencies Trump oversees and revives scrutiny of his finances, IRS security failures, and enforcement rollbacks.",https://ground.news/interest/nationofchange
oklahomavoice.com,Left,U.S. Capitol Police Investigate Increase in Threats Against Members of Congress,"A man squirted an unknown substance on U.S. Rep. Ilhan Omar during a town hall on Jan. 27, 2026.",https://ground.news/interest/oklahomavoicecom
The New Republic,Left,DOJ in Uproar Over Official Response to Alex Pretti,Federal prosecutors threatened to quit en masse.,https://ground.news/interest/the-new-republic
Xinhua,Left,Several killed in explosion at Swiss ski resort town of Crans Montana: police,Several killed in explosion at Swiss ski resort town of Crans Montana: police 2 months ago · China,https://ground.news/interest/newscn
Crooks and Liars,Left,Kristi Noem's Exit Leaves Minnesota Without Border Butthead Bovino,"Kristi Noem's departure from the governor's office has led to the ousting of Gregory Bovino, who was previously known for his border butthead antics.",https://ground.news/interest/crooksandliarscom
HuffPost UK,Left,'Appease Prize': Critics Stunned By Venezuela's Machado Nobel Hand Off To Trump,"Machado said she ""presented"" Trump with the coveted medal despite the Nobel Committee's insistence that she can't transfer her title as a laureate.",https://ground.news/interest/huffpost-uk
Daily Kos,Left,Why Trump’s new Fed chair nominee should terrify us all,"President Donald Trump continued to flood the zone with horrific news Friday, this time by nominating a hack who got literally everything wrong during the 2008 financial crisis to serve as Federal Reserve Chairman.",https://ground.news/interest/daily-kos
factkeepers.com,Left,A Big Day for Fascism,"Republished with permission from Lucian K. Truscott IV We have a president who, on a day he was not playing golf, threatened to invade and seize the territory of an American ally, deposited a check for $500 million from selling Venezuelan oil into an account in Qatar that only he controls, threatened to invoke the Insurrection Act to put down demonstrations against ICE in Minneapolis, and suggested cancelling the midterm elections in November. F…",https://ground.news/interest/factkeeperscom
Daily Kos,Left,Man sprays unknown substance on Rep. Ilhan Omar at town hall,"A man sprayed an unknown substance on Democratic U.S. Rep. Ilhan Omar and was tackled to the ground Tuesday during a town hall she was hosting in Minneapolis, where tensions over federal immigration enforcement have come to a head after agents fatally...",https://ground.news/interest/daily-kos
littlegreenfootballs.com,Left,"Seth Meyers: Trump Lies About Ilhan Omar Attack; Bondi Claims ICE Resistance Is ""Organized""","Seth Meyers examines Trump's false claims about the attack on Ilhan Omar and Florida Rep. Ileana Ros-Lehtinen, while Florida Rep. Carlos J. Trujillo claims ICE resistance is ""organized.""",https://ground.news/interest/littlegreenfootballscom
Crooks and Liars,Left,Rep. Ilhan Omar Attacked By Trump-Crazed Man At Town Hall,"A man was arrested and booked into Hennepin County Jail on suspicion of third-degree assault after spraying Rep. Ilhan Omar with an unknown substance at a town hall meeting in north Minneapolis on Tuesday night. Security guards quickly subdued the man, who was identified as a Trump supporter. Omar had been delivering a prepared speech at the event.",https://ground.news/interest/crooksandliarscom
Raw Story,Left,Senate Dems cut last-minute deal to avert shutdown with DHS funding Band-Aid,Senate Democrats just cut a deal with Republicans and the White House to ram through five massive spending bills funding a large swathe of the government for the rest of the fiscal year. The New York Times reported Thursday that they're also slapping a two-week Band-Aid on Department of Homeland Security funding.,https://ground.news/interest/raw-story
Meduza,Left,"""Melania"" Documentary: A Bribe by Jeff Belos Spent $75 Million on Him to Please Trump","",https://ground.news/interest/meduza
The New Republic,Left,Epstein Files Cover-Up: Deputy Attorney General Blanches Key Evidence,Deputy Attorney General Todd Blanche claims that the Epstein files conceal crucial information about the other men involved in the abuse of young women and girls.,https://ground.news/interest/the-new-republic
scdailygazette.com,Left,"Republicans Celebrate School Choice in U.S. Senate Hearing, While Dems Question Fairness","During a U.S. Senate hearing, Republicans and Democrats clashed over school choice initiatives, with President Trump's administration and congressional Republicans pushing for the expansion of these programs.",https://ground.news/interest/scdailygazettecom
Aftonbladet,Left,"""FBI Agent"" Saves Luigi Mangione from Prison with a Barbecue Fork","Luigi Mangione was to be released from prison. By a fictional FBI agent with a ""court order."" And a large barbecue fork.",https://ground.news/interest/aftonbladet
ms.now,Left,"Trump's name appears over 1,000 times in Epstein documents","The Justice Department has released a trove of investigative files related to Jeffrey Epstein, a convicted sex offender. Mika Brzezinski discusses some of the key revelations in the new documents.",https://ground.news/interest/msnow
Jezebel,Left,"Trump Threatens Insurrection Act, Military, and Mass Death in Minnesota","The storm of pent-up emotion has been building since Renee Nicole Good was killed by an ICE agent in Minneapolis. The regime has responded with increased violence, and the situation is escalating.",https://ground.news/interest/jezebel
CartaCapital,Left,Trump Threatens to Impose Tariffs on Countries that Do Not Support Its Plan for Greenland,"The territory belongs to Denmark, an integral part of Otan",https://ground.news/interest/cartacapitalcombr
HuffPost,Left,Southern States Brace for Winter Storm's Devastating Impact,"A massive winter storm has brought heavy ice and power outages to millions of people in the Southern states, with millions without power as of Sunday.",https://ground.news/interest/huffpost
Alternet,Left,Trump Told Police 'Everyone' Knew Epstein and Maxwell Were 'Evil': Expert,"A newly unearthed document in the Department of Justice's (DOJ) latest release of Jeffrey Epstein-related investigative materials suggests President Donald Trump was fully aware of the scope of the crimes both Epstein and his chief accomplice, Ghislaine Maxwell, committed in Palm Beach, Florida. In a Monday post to her Substack account, Miami Herald journalist Julie K. Brown reported that Trump apparently called Palm Beach Police Department chief John Reid and told him ""everyone"" knew Epstein and Maxwell were ""evil.""",https://ground.news/interest/alternet
World Socialist Web Site,Left,Democrats Reach Deal with White House to Keep Immigration Gestapo Funded,The deal provides a 2-week extension of funding for the Department of Homeland Security while locking in full funding for the Pentagon and the national security state as the Trump administration prepares for war with Iran.,https://ground.news/interest/world-socialist-web-site
▷ Diario Primera Linea,Left,"Extreme Cold Wave Hits US, Leaving at Least 11 Dead and Millions Without Electricity","A severe winter storm has swept across the US, leaving at least 11 dead and affecting over a million homes, causing widespread power outages and the worst day of air cancellations since the pandemic, according to authorities and monitoring sites.",https://ground.news/interest/diario-primera-linea
rhodeislandcurrent.com,Left,"3 dead, 3 injured in shooting at Pawtucket ice rink; state leaders express sorrow, outrage","A shooting at the Dennis M. Lynch Arena in Pawtucket during a high school hockey game Monday killed three people, including the suspected shooter, in what police are calling a ""family dispute."" Three other victims who were shot remain in the hospital.",https://ground.news/interest/rhodeislandcurrentcom
MASSIVE.NEWS,Left,Witnesses Describe Chaos At Swiss Resort Fire That Killed At Least 40,"Witnesses to the devastating fire that ravaged a crowded bar in Crans-Montana, Switzerland, on Thursday (January 1) described the chaos and panic that ensued, with screams of people and the sight of dozens of people lying on the ground feared dead. READ MORE: https://www.thetimes.com/world/europe/article/swiss-ski-resort-explosion-crans-montana-switzerland-latest-news-t0g9l6s7h The fire broke out around 1.30am at the Constellation bar, located in the resort, and the incident has left at least 40 people dead.",https://ground.news/interest/massivenews
World Socialist Web Site,Left,Trump's Threat to Take Over Greenland Sparks European Anger,"Trump's persistent threats to take over Greenland have sparked strong reactions in Europe, with many countries sending troops to the region.",https://ground.news/interest/world-socialist-web-site
Black America Web,Left,Man Charged With Federal Assault For Spraying Rep. Ilhan Omar With Apple Cider Vinegar,55-year-old Anthony Kazmierczak has been charged with a federal assault count for spraying Rep. Ilhan Omar with apple cider vinegar during a Minneapolis town hall on Tuesday.,https://ground.news/interest/black-america-web
The New Republic,Left,Trump Announces His Surprising Pick for Next Fed Chair: Kevin Warsh,"President Trump’s nominee for the next chair of the Federal Reserve was a surprising choice, not the obvious one.",https://ground.news/interest/the-new-republic
larepublica.co,Left,US Federal Reserve Curbed Fee Cut to 3.75%,"The US Federal Reserve noted that US inflation remains ""high"" to what is expected and the fiscal perspective is still very limited.",https://ground.news/interest/larepublicaco
Xinhua,Left,Trump warns of tariffs on nations not backing his Greenland plan,Trump warns of tariffs on nations not backing his Greenland plan 1 month ago · China,https://ground.news/interest/newscn
Ámbito,Left,New Year's Tragedy in Switzerland: Videos of the Fire Left Dozens Dead in a Ski Resort,"A strong explosion left 40 dead and more than 100 injured, according to the first estimates of the local authorities. Several witnesses managed to capture with their cell phones the dramatic images of the moment the flames razed the place. 2 months ago · Argentina",https://ground.news/interest/ambito
Le Huffington Post,Left,"Trump's Constant Target, Ilhan Omar Pierced a Strange Liquid in Full Speech",The American left's phlegm was pierced during a meeting in Minnesota.,https://ground.news/interest/le-huffington-post
The Daily Beast,Left,Trump’s DOJ: New Epstein Files Cover-Up Completed,Deputy Attorney General announced DOJ has finished review of Epstein files.,https://ground.news/interest/the-daily-beast
scheerpost.com,Left,Rep. Ilhan Omar Attacked by Man at Minneapolis Town Hall After She Called for Noem’s Impeachment,"Omar, a prominent target of President Donald Trump and his supporters, faced an attack at a town hall in Minneapolis just days after Congressman Maxwell Frost was assaulted by a Trump supporter at the Sundance Film Festival.",https://ground.news/interest/scheerpostcom
Mother Jones,Left,Trump's Border Czar: A Fascist's Mask,"The appointment of Tom Homan, a known white nationalist, to oversee immigration policy raises questions about the administration's true intentions.",https://ground.news/interest/mother-jones
Raw Story,Left,Trump's Epstein confession revealed in newly surfaced FBI files: 'Everyone knows',"An explosive new report has yet again undercut President Donald Trump's repeated denials that he knew of the late sex offender Jeffrey Epstein's crimes against teen girls. According to an October 2019 FBI interview with former Palm Beach Police Chief Michael Reiter, Trump called the officer in July 2016 and expressed his knowledge of Epstein's crimes.",https://ground.news/interest/raw-story
Face2Face Africa,Left,Trump Responds After Man Sprays Rep. Ilhan Omar with Foul-Smelling Liquid at Event,President Donald Trump responded after a man sprayed Rep. Ilhan Omar with a foul-smelling liquid during an event.,https://ground.news/interest/face2face-africa
scheerpost.com,Left,Trump’s IRS Leak Suit Reveals Government’s Weakness in Protecting Its Own Data,"President Donald Trump has filed a $10 billion lawsuit against the IRS and the Treasury Department, accusing federal agencies of failing to prevent the leak of his tax information to major news outlets between 2018 and 2020. The suit, filed in federal court in Florida, names Trump’s sons Eric Trump and Donald Trump Jr. as defendants.",https://ground.news/interest/scheerpostcom
Out Magazine,Left,Man uses pizza cutter and dream to break Luigi Mangione out of prison,"A 36-year-old man disguised as an FBI agent and armed with a pizza cutter and a barbecue fork, attempts to break Luigi Mangione out of prison.",https://ground.news/interest/out-magazine-gay-and-lesbian-travel-fashion-culture-and-politics
Common Dreams,Left,‘Wall Street Sweetheart’ Kevin Warsh Picked to Run Fed After Changing Views to Match Trump’s,"Former Federal Reserve governor Kevin Warsh, Trump's nominee for Fed chair, faces scrutiny for changing views on interest rates. Critics question his independence.",https://ground.news/interest/common-dreams
El Intransigente,Left,Switzerland: a Fire in a Bar During Old Night Left More than a Hundred Victims,A fire in the exclusive Le Constellation bar left 40 dead during New Year’s celebrations.,https://ground.news/interest/el-intransigente
Boing Boing,Left,Trump's Insurrection Act Threat: Will He Deploy Military Against American Protesters?,"In response to peaceful protests against ICE violence in Minneapolis, Trump is considering invoking the Insurrection Act, which would allow him to deploy the U.S. military. This move would be a significant escalation of his rhetoric and actions against protesters.",https://ground.news/interest/boing-boing
The New Republic,Left,Trump’s Lawsuit Against the IRS Is Even Crazier Than You Think,Donald Trump is suing over things that happened during his first term.,https://ground.news/interest/the-new-republic
westvirginiawatch.com,Left,"","",https://ground.news/interest/westvirginiawatchcom
Crooks and Liars,Left,Two-Thirds of House Dems Call for Noem's Impeachment,"In response to the second DHS murder of an American citizen, 142 House Democrats, including several from swing districts, have signed a resolution calling for Department of Homeland Security Secretary Kristi Noem to be impeached. This represents two-thirds of House Democrats. Earlier, Rep. Robert Garcia told MS Now viewers that Noem should be impeached.",https://ground.news/interest/crooksandliarscom
ms.now,Left,"Trump's 1,000+ References to Epstein in New DOJ Files","The Justice Department has released a trove of investigative documents related to Jeffrey Epstein, a convicted sex offender. Mika Brzezinski breaks down some of the key revelations in the new files.",https://ground.news/interest/msnow
Esquire,Left,The Insurrection Act: A Threat to Our Civil Liberties and Democracy,"The use of the Insurrection Act has led to the occupation of Minneapolis, mirroring the experiences of Paris and Prague.",https://ground.news/interest/esquire
Mother Jones,Left,Federal Agent Shooter in Minneapolis: Trump Threatens to Use Insurrection Act,"Governor Walz accused the federal government of ""organized brutality"" against Minnesota residents, and Trump threatened to invoke the Insurrection Act.",https://ground.news/interest/mother-jones
Le Huffington Post,Left,Trump's Quotes in New Epstein Documents: A Closer Look,The U.S. president has been quoted thousands of times in the new salve of Jeffrey Epstein-related documents released last weekend.,https://ground.news/interest/le-huffington-post
The New Republic,Left,Machado Receives Nobel Prize in Absence of Trump,"Maria Corina Machado, who was previously overlooked by President Donald Trump, has been awarded the Nobel Peace Prize.",https://ground.news/interest/the-new-republic
The New Republic,Left,Trump’s Lawsuit Against the IRS Is Even Crazier Than You Think,Donald Trump is suing over things that happened during his first term.,https://ground.news/interest/the-new-republic
La Jornada,Left,Trump Declares ‘Greater’ Naval Deployment in the Middle East,"Trump said Iran sought an agreement with the United States amid the deployment of a naval “great navy” in the region, which he declared to be “greater than that of Venezuela,” said Axios.",https://ground.news/interest/la-jornada
oklahomavoice.com,Left,Trump Threatens to Use Insurrection Act and Deploy Military in Minnesota,"Following a shooting incident by immigration agents in Minneapolis, Minnesota, on Jan. 14, 2026, President Donald Trump threatened to deploy the military to stop protests. Trump wrote on his social media platform that he would use the Insurrection Act to address the situation.",https://ground.news/interest/oklahomavoicecom
La Jornada,Left,Trump Accepts Nobel Peace Prize from Machado,"U.S. President Donald Trump accepted the Nobel Peace Prize from Venezuelan opponent María Corina Machado, who won last month.",https://ground.news/interest/la-jornada
Caraota Digital,Left,"In Video: Shooting in School Hockey Game Left Two Dead, Reportedly Initiated by a Family Dispute","At least two people died and three others were injured after a man shot in the stands of a hockey stadium where a high school team meeting was held in Pawtucket, United States. Police agencies described the two deceased victims as adults. In addition, they indicated that the shooter also died, apparently with a self-inflicted wound. He also revealed that the three injured people are in critical condition and hospitalized.",https://ground.news/interest/caraota-digital
Media Matters for America,Left,Fox Host: President Trump Has 'Got All the Justification' to Invoke Insurrection Act in Minnesota,One month ago,https://ground.news/interest/media-matters-for-america
