headline,summary,bias,predicted_bias
"Amo weighs in on possible shutdown, ICE and open enrollment",Funding for the Department of Homeland Security and immigration reform are at the center of a stalemate in the U.S. Senate that may cause another government shutdown.,Center,"system
You are participating in a standardized News Bias Classification task for academic
research. Output ONLY a single numeric value between -3.0 and +3.0.

Do NOT provide explanations or text.

user
            HEADLINE: Amo weighs in on possible shutdown, ICE and open enrollment
            ARTICLE SUMMARY: Funding for the Department of Homeland Security and immigration reform are at the center of a stalemate in the U.S. Senate that may cause another government shutdown.

            Output ONLY the numeric bias score.
          
assistant-1.0"
,,Far Right,"system
You are participating in a standardized News Bias Classification task for academic
research. Output ONLY a single numeric value between -3.0 and +3.0.

Do NOT provide explanations or text.

user
            HEADLINE: None
            ARTICLE SUMMARY: None

            Output ONLY the numeric bias score.
          
assistant-1.0"
Man Attacks Democrat: Concrete Allegations Against Man After Attack on u.s. Members,"Here you will find information on the topic ""Man Attacks Democrat."" Read now ""Concrete allegations against man after attack on U.S. MPs.""",Lean Left,"system
You are participating in a standardized News Bias Classification task for academic
research. Output ONLY a single numeric value between -3.0 and +3.0.

Do NOT provide explanations or text.

user
            HEADLINE: Man Attacks Democrat: Concrete Allegations Against Man After Attack on u.s. Members
            ARTICLE SUMMARY: Here you will find information on the topic ""Man Attacks Democrat."" Read now ""Concrete allegations against man after attack on U.S. MPs.""

            Output ONLY the numeric bias score.
          
assistant+2.0"
‘Unbelievably embarrassing’: Norway reacts to Venezuelan opposition leader giving Nobel peace medal to Trump,"US president accepted the medal from opposition leader during White House meeting 1 month ago · Dublin, Ireland",Lean Left,"system
You are participating in a standardized News Bias Classification task for academic
research. Output ONLY a single numeric value between -3.0 and +3.0.

Do NOT provide explanations or text.

user
            HEADLINE: ‘Unbelievably embarrassing’: Norway reacts to Venezuelan opposition leader giving Nobel peace medal to Trump
            ARTICLE SUMMARY: US president accepted the medal from opposition leader during White House meeting 1 month ago · Dublin, Ireland

            Output ONLY the numeric bias score.
          
assistant+2.0"
Hunter Biden’s baby mama asks judge to jail him for failing to pay child support,"Source link Navy Joan and Lunden Roberts (Instagram) Hunter Biden’s baby mama, Lunden Roberts, asked an Arkansas judge to jail Hunter for failing to pay child support. Hunter Biden has a 6-year-old daughter, Navy Joan, with former DC stripper Lunden Roberts. For years, Joe Biden refused to acknowledge Hunter Biden’s lovechild with Roberts. In 2023, Lunden Roberts agreed 1 month ago",Right,"system
You are participating in a standardized News Bias Classification task for academic
research. Output ONLY a single numeric value between -3.0 and +3.0.

Do NOT provide explanations or text.

user
            HEADLINE: Hunter Biden’s baby mama asks judge to jail him for failing to pay child support
            ARTICLE SUMMARY: Source link Navy Joan and Lunden Roberts (Instagram) Hunter Biden’s baby mama, Lunden Roberts, asked an Arkansas judge to jail Hunter for failing to pay child support. Hunter Biden has a 6-year-old daughter, Navy Joan, with former DC stripper Lunden Roberts. For years, Joe Biden refused to acknowledge Hunter Biden’s lovechild with Roberts. In 2023, Lunden Roberts agreed 1 month ago

            Output ONLY the numeric bias score.
          
assistant+2.0"
Donald Trump: High-Ranking Democrat Unpacks over Bizarre Trump Phone Calls,"The governor of Minnesota Tim Walz has unpacked his bizarre phone call with Donald Trump. During the conversation, the US president drew dubious comparisons between the events in Venezuela and Minnesota. Walz showed himself stunned.",Lean Left,"system
You are participating in a standardized News Bias Classification task for academic
research. Output ONLY a single numeric value between -3.0 and +3.0.

Do NOT provide explanations or text.

user
            HEADLINE: Donald Trump: High-Ranking Democrat Unpacks over Bizarre Trump Phone Calls
            ARTICLE SUMMARY: The governor of Minnesota Tim Walz has unpacked his bizarre phone call with Donald Trump. During the conversation, the US president drew dubious comparisons between the events in Venezuela and Minnesota. Walz showed himself stunned.

            Output ONLY the numeric bias score.
          
assistant+2.0"
"Trump Reportedly Called Police About Epstein in 2006, Decried Ghislaine Maxwell as ‘Evil’","President Donald Trump dismissed Jeffrey Epstein as ""disgusting"" and decried his procurer, Ghislaine Maxwell as “evil” back in 2006, a now-retired cop recounted to FBI agents in 2019.",Right,"system
You are participating in a standardized News Bias Classification task for academic
research. Output ONLY a single numeric value between -3.0 and +3.0.

Do NOT provide explanations or text.

user
            HEADLINE: Trump Reportedly Called Police About Epstein in 2006, Decried Ghislaine Maxwell as ‘Evil’
            ARTICLE SUMMARY: President Donald Trump dismissed Jeffrey Epstein as ""disgusting"" and decried his procurer, Ghislaine Maxwell as “evil” back in 2006, a now-retired cop recounted to FBI agents in 2019.

            Output ONLY the numeric bias score.
          
assistant-1.0"
Injured in Popular Winter Sports Area: Cable Car Gondola Crashes Against Wall,In a winter sports area a cable car crashes against a barrier of the mountain station. Several people are injured. Helicopters leave. 2 months ago,Lean Left,"system
You are participating in a standardized News Bias Classification task for academic
research. Output ONLY a single numeric value between -3.0 and +3.0.

Do NOT provide explanations or text.

user
            HEADLINE: Injured in Popular Winter Sports Area: Cable Car Gondola Crashes Against Wall
            ARTICLE SUMMARY: In a winter sports area a cable car crashes against a barrier of the mountain station. Several people are injured. Helicopters leave. 2 months ago

            Output ONLY the numeric bias score.
          
assistant-1.0"
Iran foreign minister says progress made in nuclear talks with U.S.,"Iran and the United States reached an understanding on Tuesday on main ""guiding principles"" in talks aimed at resolving their longstanding nuclear dispute, but that does not mean a deal is imminent, Iranian Foreign Minister Abbas Araqchi said. Oil futures fell and the benchmark Brent crude ‌contract tumbled more than…",Lean Left,"system
You are participating in a standardized News Bias Classification task for academic
research. Output ONLY a single numeric value between -3.0 and +3.0.

Do NOT provide explanations or text.

user
            HEADLINE: Iran foreign minister says progress made in nuclear talks with U.S.
            ARTICLE SUMMARY: Iran and the United States reached an understanding on Tuesday on main ""guiding principles"" in talks aimed at resolving their longstanding nuclear dispute, but that does not mean a deal is imminent, Iranian Foreign Minister Abbas Araqchi said. Oil futures fell and the benchmark Brent crude ‌contract tumbled more than…

            Output ONLY the numeric bias score.
          
assistant-1.0"
"Seth Meyers: Trump Lies About Ilhan Omar Attack; Bondi Claims ICE Resistance Is ""Organized""",Seth takes a closer look at Trump spreading lies after Minnesota congresswoman Ilhan Omar was attacked at a town hall event.,Left,"system
You are participating in a standardized News Bias Classification task for academic
research. Output ONLY a single numeric value between -3.0 and +3.0.

Do NOT provide explanations or text.

user
            HEADLINE: Seth Meyers: Trump Lies About Ilhan Omar Attack; Bondi Claims ICE Resistance Is ""Organized""
            ARTICLE SUMMARY: Seth takes a closer look at Trump spreading lies after Minnesota congresswoman Ilhan Omar was attacked at a town hall event.

            Output ONLY the numeric bias score.
          
assistant0.0"
Case Jeffrey Epstein: Us Department of Justice Publishes More Epstein Files,"In Jeffrey Epstein's case, the U.S. Department of Justice has published several million new documents, which should have been released earlier.",Lean Left,"system
You are participating in a standardized News Bias Classification task for academic
research. Output ONLY a single numeric value between -3.0 and +3.0.

Do NOT provide explanations or text.

user
            HEADLINE: Case Jeffrey Epstein: Us Department of Justice Publishes More Epstein Files
            ARTICLE SUMMARY: In Jeffrey Epstein's case, the U.S. Department of Justice has published several million new documents, which should have been released earlier.

            Output ONLY the numeric bias score.
          
assistant0.0"
Deadly fire ad Swiss ski resort: Many killed during New Year's celebrations,"A fire at a bar in the upscale Alpine ski resort of Crans-Montana just north of the Matterhorn, in Switzerland, has killed dozens of people and injured nearly 100 after breaking out around 1:30 a.m. at the Constellation bar, with investigators now working to determine the cause as authorities say there is no indication the blaze was terror-related. France24 correspondent, John Zarocostas, reports the latest. 2 months ago · France",Center,"system
You are participating in a standardized News Bias Classification task for academic
research. Output ONLY a single numeric value between -3.0 and +3.0.

Do NOT provide explanations or text.

user
            HEADLINE: Deadly fire ad Swiss ski resort: Many killed during New Year's celebrations
            ARTICLE SUMMARY: A fire at a bar in the upscale Alpine ski resort of Crans-Montana just north of the Matterhorn, in Switzerland, has killed dozens of people and injured nearly 100 after breaking out around 1:30 a.m. at the Constellation bar, with investigators now working to determine the cause as authorities say there is no indication the blaze was terror-related. France24 correspondent, John Zarocostas, reports the latest. 2 months ago · France

            Output ONLY the numeric bias score.
          
assistant-1.0"
Cia Assesses that Kyiv Did Not Target Putin's Residence with Drones,"The US intelligence agency CIA does not believe that Ukraine targeted one of Russian President Vladimir Putin's residences in a drone attack earlier this week, several US media outlets reported on Wednesday, citing unnamed US government officials. 2 months ago",Center,"system
You are participating in a standardized News Bias Classification task for academic
research. Output ONLY a single numeric value between -3.0 and +3.0.

Do NOT provide explanations or text.

user
            HEADLINE: Cia Assesses that Kyiv Did Not Target Putin's Residence with Drones
            ARTICLE SUMMARY: The US intelligence agency CIA does not believe that Ukraine targeted one of Russian President Vladimir Putin's residences in a drone attack earlier this week, several US media outlets reported on Wednesday, citing unnamed US government officials. 2 months ago

            Output ONLY the numeric bias score.
          
assistant-1.0"
A key intelligence law expires in April and the path for reauthorization is unclear,Stephanie Pell explains FISA Section 702 and discusses the politics of its reauthorization in 2026 as its sunset date approaches.,Center,"system
You are participating in a standardized News Bias Classification task for academic
research. Output ONLY a single numeric value between -3.0 and +3.0.

Do NOT provide explanations or text.

user
            HEADLINE: A key intelligence law expires in April and the path for reauthorization is unclear
            ARTICLE SUMMARY: Stephanie Pell explains FISA Section 702 and discusses the politics of its reauthorization in 2026 as its sunset date approaches.

            Output ONLY the numeric bias score.
          
assistant0.0"
The Justice Department Releases a New Batch of Files in the Jeffrey Epstein Case,"By Rashard Rose, CNN. The Justice Department today released another set of documents related to the investigation into Jeffrey Epstein. CNN reporters are reviewing the documents right now. While we wait for more details about their contents, here's a recap: How we got here: Congress passed a law in November, with almost unanimous support, giving the Justice Department until December 19, 2025, to release all of its files. Epstein, a convicted sex…",Center,"system
You are participating in a standardized News Bias Classification task for academic
research. Output ONLY a single numeric value between -3.0 and +3.0.

Do NOT provide explanations or text.

user
            HEADLINE: The Justice Department Releases a New Batch of Files in the Jeffrey Epstein Case
            ARTICLE SUMMARY: By Rashard Rose, CNN. The Justice Department today released another set of documents related to the investigation into Jeffrey Epstein. CNN reporters are reviewing the documents right now. While we wait for more details about their contents, here's a recap: How we got here: Congress passed a law in November, with almost unanimous support, giving the Justice Department until December 19, 2025, to release all of its files. Epstein, a convicted sex…

            Output ONLY the numeric bias score.
          
assistant-1.0"
Millions Without Power As Massive Winter Storm Batters Swaths Of The United States,"Over a million Americans are without power, and at least nine are dead as a result of the winter storm battering the southern and eastern United States.Winter Storm Fern has blanketed the country with ice, snow, and freezing temperatures — a dangerous combination that has many concerned power outages will last into next week. Airlines across the United States have canceled the highest number of flights since the coronavirus pandemic, according t…",Right,"system
You are participating in a standardized News Bias Classification task for academic
research. Output ONLY a single numeric value between -3.0 and +3.0.

Do NOT provide explanations or text.

user
            HEADLINE: Millions Without Power As Massive Winter Storm Batters Swaths Of The United States
            ARTICLE SUMMARY: Over a million Americans are without power, and at least nine are dead as a result of the winter storm battering the southern and eastern United States.Winter Storm Fern has blanketed the country with ice, snow, and freezing temperatures — a dangerous combination that has many concerned power outages will last into next week. Airlines across the United States have canceled the highest number of flights since the coronavirus pandemic, according t…

            Output ONLY the numeric bias score.
          
assistant0.0"
Study finds greater role for genetics in driving human lifespan | Science-Environment,"Study finds greater role for genetics in driving human lifespan Many factors influence how long you live, such as diet, exercise, smoking, drinking, environment and other variables. It also helps not ‌to get hit by a dump truck. But what about your genes? That has been a contentious question for decades.A new study points to a larger role for genetics than previous research had indicated, estimating the contribution of genes to determining human…",Center,"system
You are participating in a standardized News Bias Classification task for academic
research. Output ONLY a single numeric value between -3.0 and +3.0.

Do NOT provide explanations or text.

user
            HEADLINE: Study finds greater role for genetics in driving human lifespan | Science-Environment
            ARTICLE SUMMARY: Study finds greater role for genetics in driving human lifespan Many factors influence how long you live, such as diet, exercise, smoking, drinking, environment and other variables. It also helps not ‌to get hit by a dump truck. But what about your genes? That has been a contentious question for decades.A new study points to a larger role for genetics than previous research had indicated, estimating the contribution of genes to determining human…

            Output ONLY the numeric bias score.
          
assistant0.0"
Wide Acclaim for President Trump’s Nomination of Kevin Warsh as Fed Chair,"Today, President Donald J. Trump announced his nomination of Kevin Warsh to serve as Chairman of the Board of Governors of the Federal Reserve System. Mr.",Right,"system
You are participating in a standardized News Bias Classification task for academic
research. Output ONLY a single numeric value between -3.0 and +3.0.

Do NOT provide explanations or text.

user
            HEADLINE: Wide Acclaim for President Trump’s Nomination of Kevin Warsh as Fed Chair
            ARTICLE SUMMARY: Today, President Donald J. Trump announced his nomination of Kevin Warsh to serve as Chairman of the Board of Governors of the Federal Reserve System. Mr.

            Output ONLY the numeric bias score.
          
assistant0.0"
"Trump Sues IRS, Treasury for $10 Billion Over Tax-Return Leaks",President Donald Trump sued the US Treasury and Internal Revenue Service for at least $10 billion over an unauthorized disclosure of his tax returns during his first term in office.,Lean Left,"system
You are participating in a standardized News Bias Classification task for academic
research. Output ONLY a single numeric value between -3.0 and +3.0.

Do NOT provide explanations or text.

user
            HEADLINE: Trump Sues IRS, Treasury for $10 Billion Over Tax-Return Leaks
            ARTICLE SUMMARY: President Donald Trump sued the US Treasury and Internal Revenue Service for at least $10 billion over an unauthorized disclosure of his tax returns during his first term in office.

            Output ONLY the numeric bias score.
          
assistant0.0"
"Venezuela: Maria Corina Machado Presents His Nobel Peace Medal to Donald Trump, Who Salutes a ""Magnificent Gesture""","The Venezuelan opponent presented his Nobel Peace Prize medal to Donald Trump during their meeting at the White House, a gesture that the former US President described as ""magnificent"" Donald Trump rejoiced on Thursday at the ""magnificent gesture"" of Venezuelan opponent Maria Corina Machado, who gave him the Nobel Peace Prize medal at their meeting at the White House. ""Maria presented her Nobel Peace Prize for the work that I accomplished. What … 1 month ago · France",Center,"system
You are participating in a standardized News Bias Classification task for academic
research. Output ONLY a single numeric value between -3.0 and +3.0.

Do NOT provide explanations or text.

user
            HEADLINE: Venezuela: Maria Corina Machado Presents His Nobel Peace Medal to Donald Trump, Who Salutes a ""Magnificent Gesture""
            ARTICLE SUMMARY: The Venezuelan opponent presented his Nobel Peace Prize medal to Donald Trump during their meeting at the White House, a gesture that the former US President described as ""magnificent"" Donald Trump rejoiced on Thursday at the ""magnificent gesture"" of Venezuelan opponent Maria Corina Machado, who gave him the Nobel Peace Prize medal at their meeting at the White House. ""Maria presented her Nobel Peace Prize for the work that I accomplished. What … 1 month ago · France

            Output ONLY the numeric bias score.
          
assistant+2.0"
Is the government going to shut down? ICE funding dispute stalls talks ahead of Friday deadline,"A disagreement over funding and oversight of Immigration and Customs Enforcement is at the center of stalled budget talks, increasing the risk of a government shutdown.",Center,"system
You are participating in a standardized News Bias Classification task for academic
research. Output ONLY a single numeric value between -3.0 and +3.0.

Do NOT provide explanations or text.

user
            HEADLINE: Is the government going to shut down? ICE funding dispute stalls talks ahead of Friday deadline
            ARTICLE SUMMARY: A disagreement over funding and oversight of Immigration and Customs Enforcement is at the center of stalled budget talks, increasing the risk of a government shutdown.

            Output ONLY the numeric bias score.
          
assistant0.0"
Trump Threatens to Invoke Insurrection Act to Stop Minnesota Protests,Donald Trump will do whatever it takes to stop the protests against his regime. 1 month ago,Left,"system
You are participating in a standardized News Bias Classification task for academic
research. Output ONLY a single numeric value between -3.0 and +3.0.

Do NOT provide explanations or text.

user
            HEADLINE: Trump Threatens to Invoke Insurrection Act to Stop Minnesota Protests
            ARTICLE SUMMARY: Donald Trump will do whatever it takes to stop the protests against his regime. 1 month ago

            Output ONLY the numeric bias score.
          
assistant+2.0"
The Government Wants to Ban Social Networks for Children Under the Age of 15,"On January 8th, a government bill will be examined by the Council of State to ban social networks for children under the age of 15 as early as September 2026.... Article The government wants to ban social networks for children under the age of 15 from the beginning of the year 2026 appeared first on current values. 2 months ago",Right,"system
You are participating in a standardized News Bias Classification task for academic
research. Output ONLY a single numeric value between -3.0 and +3.0.

Do NOT provide explanations or text.

user
            HEADLINE: The Government Wants to Ban Social Networks for Children Under the Age of 15
            ARTICLE SUMMARY: On January 8th, a government bill will be examined by the Council of State to ban social networks for children under the age of 15 as early as September 2026.... Article The government wants to ban social networks for children under the age of 15 from the beginning of the year 2026 appeared first on current values. 2 months ago

            Output ONLY the numeric bias score.
          
assistant+2.0"
"Man Posing as FBI Agent Tried to Get Luigi Mangione Out of Jail, Officials Say","(MedPage Today) -- A man claiming to be an FBI agent showed up to a federal jail in New York City on Wednesday night and told officers he had a court order to release Luigi Mangione, authorities said. He's now locked up there too. Mark Anderson...",Center,"system
You are participating in a standardized News Bias Classification task for academic
research. Output ONLY a single numeric value between -3.0 and +3.0.

Do NOT provide explanations or text.

user
            HEADLINE: Man Posing as FBI Agent Tried to Get Luigi Mangione Out of Jail, Officials Say
            ARTICLE SUMMARY: (MedPage Today) -- A man claiming to be an FBI agent showed up to a federal jail in New York City on Wednesday night and told officers he had a court order to release Luigi Mangione, authorities said. He's now locked up there too. Mark Anderson...

            Output ONLY the numeric bias score.
          
assistant0.0"
"Several ICE agents were arrested in recent months, showing risk of misconduct",Investigators say one immigration official abused his girlfriend for years. Another admitted he sexually abused a woman in his custody.,Lean Left,"system
You are participating in a standardized News Bias Classification task for academic
research. Output ONLY a single numeric value between -3.0 and +3.0.

Do NOT provide explanations or text.

user
            HEADLINE: Several ICE agents were arrested in recent months, showing risk of misconduct
            ARTICLE SUMMARY: Investigators say one immigration official abused his girlfriend for years. Another admitted he sexually abused a woman in his custody.

            Output ONLY the numeric bias score.
          
assistant-1.0"
Millions of Archives About Epstein Reveal New Details and Mention Influential Figures - Latino-News - the Hispanic Newspaper,"February 3, 2026 – U.S. – Agencies. The publication of an immense database with millions of files linked to Jeffrey Epstein has revealed unpublished details about his network of contacts and the functioning of his residences. Among the documents is an internal database used by his staff to manage activities in places such as his private island and his home in Manhattan. Records mention figures of great relevance such as former U.S. president Bil…",Center,"system
You are participating in a standardized News Bias Classification task for academic
research. Output ONLY a single numeric value between -3.0 and +3.0.

Do NOT provide explanations or text.

user
            HEADLINE: Millions of Archives About Epstein Reveal New Details and Mention Influential Figures - Latino-News - the Hispanic Newspaper
            ARTICLE SUMMARY: February 3, 2026 – U.S. – Agencies. The publication of an immense database with millions of files linked to Jeffrey Epstein has revealed unpublished details about his network of contacts and the functioning of his residences. Among the documents is an internal database used by his staff to manage activities in places such as his private island and his home in Manhattan. Records mention figures of great relevance such as former U.S. president Bil…

            Output ONLY the numeric bias score.
          
assistant+2.0"
Trump names Kevin Warsh as Federal Reserve Chair; about former Fed governor and White House adviser,"US President Donald Trump has announced his choice for the next head of the United States central bank. Trump on Friday revealed that Kevin Warsh, a former Federal Reserve governor, will be appointed to lead the institution. The decision marks the conclusion of a selection process that started last summer. The announcement in this regard has been made by the US President on Truth Social.  “I am pleased to announce that I am nominating Kevin Wars…",Right,"system
You are participating in a standardized News Bias Classification task for academic
research. Output ONLY a single numeric value between -3.0 and +3.0.

Do NOT provide explanations or text.

user
            HEADLINE: Trump names Kevin Warsh as Federal Reserve Chair; about former Fed governor and White House adviser
            ARTICLE SUMMARY: US President Donald Trump has announced his choice for the next head of the United States central bank. Trump on Friday revealed that Kevin Warsh, a former Federal Reserve governor, will be appointed to lead the institution. The decision marks the conclusion of a selection process that started last summer. The announcement in this regard has been made by the US President on Truth Social.  “I am pleased to announce that I am nominating Kevin Wars…

            Output ONLY the numeric bias score.
          
assistant+2.0"
A Federal Judge Forbids the Detention of Refugees in situations...,"They have the right to be in the United States without being ""feared to be arrested and detained without a warrant,"" he says.",Center,"system
You are participating in a standardized News Bias Classification task for academic
research. Output ONLY a single numeric value between -3.0 and +3.0.

Do NOT provide explanations or text.

user
            HEADLINE: A Federal Judge Forbids the Detention of Refugees in situations...
            ARTICLE SUMMARY: They have the right to be in the United States without being ""feared to be arrested and detained without a warrant,"" he says.

            Output ONLY the numeric bias score.
          
assistant0.0"
"Senate Democrats, White House reach deal to prevent government shutdown","Democratic senators struck a deal with the Trump administration to avoid another government shutdown on Thursday evening, multiple news outlets are reporting.  President Donald Trump confirmed the agreement on Truth Social, stating that “Republicans and Democrats in Congress have come together to get the vast majority of the Government funded until September.” “I am working hard with Congress to ensure that we are able to fully fund the Governme…",Center,"system
You are participating in a standardized News Bias Classification task for academic
research. Output ONLY a single numeric value between -3.0 and +3.0.

Do NOT provide explanations or text.

user
            HEADLINE: Senate Democrats, White House reach deal to prevent government shutdown
            ARTICLE SUMMARY: Democratic senators struck a deal with the Trump administration to avoid another government shutdown on Thursday evening, multiple news outlets are reporting.  President Donald Trump confirmed the agreement on Truth Social, stating that “Republicans and Democrats in Congress have come together to get the vast majority of the Government funded until September.” “I am working hard with Congress to ensure that we are able to fully fund the Governme…

            Output ONLY the numeric bias score.
          
assistant-1.0"
EXCLUSIVE DETAILS: Trump Threatens to Invoke the Insurrection Act in Minnesota After Second ICE-Involved Shooting,The president threatened to invoke the Insurrection Act following another ICE-involved shooting in Minnesota. 1 month ago,Center,"system
You are participating in a standardized News Bias Classification task for academic
research. Output ONLY a single numeric value between -3.0 and +3.0.

Do NOT provide explanations or text.

user
            HEADLINE: EXCLUSIVE DETAILS: Trump Threatens to Invoke the Insurrection Act in Minnesota After Second ICE-Involved Shooting
            ARTICLE SUMMARY: The president threatened to invoke the Insurrection Act following another ICE-involved shooting in Minnesota. 1 month ago

            Output ONLY the numeric bias score.
          
assistant+2.0"
Amazon pumped millions into ‘Melania’. Ticket sales are soft,"Presale tickets for a new movie about America’s first lady have been low ahead its release, raising concerns Amazon paid too much for the rights.",Right,"system
You are participating in a standardized News Bias Classification task for academic
research. Output ONLY a single numeric value between -3.0 and +3.0.

Do NOT provide explanations or text.

user
            HEADLINE: Amazon pumped millions into ‘Melania’. Ticket sales are soft
            ARTICLE SUMMARY: Presale tickets for a new movie about America’s first lady have been low ahead its release, raising concerns Amazon paid too much for the rights.

            Output ONLY the numeric bias score.
          
assistant-1.0"
CONFLICT OF INTEREST EXPOSED: Bush-Appointed Judge Who Allegedly Let Don Lemon Walk and Threatens ICE Director With Contempt — Is a DONOR and VOLUNTEER for Pro-Illegal Alien Immigrant Law Center | The Gateway Pundit | by Jim Hᴏft,"Another day, another stunning example of the two-tier justice system.",Far Right,"system
You are participating in a standardized News Bias Classification task for academic
research. Output ONLY a single numeric value between -3.0 and +3.0.

Do NOT provide explanations or text.

user
            HEADLINE: CONFLICT OF INTEREST EXPOSED: Bush-Appointed Judge Who Allegedly Let Don Lemon Walk and Threatens ICE Director With Contempt — Is a DONOR and VOLUNTEER for Pro-Illegal Alien Immigrant Law Center | The Gateway Pundit | by Jim Hᴏft
            ARTICLE SUMMARY: Another day, another stunning example of the two-tier justice system.

            Output ONLY the numeric bias score.
          
assistant+3.0"
Finland Seizes Cargo Ship After Suspected Sabotage of Submarine Cable,"Finnish authorities have seized a vessel in the Gulf of Finland suspected of damaging an undersea data cable. Fourteen crew members were arrested in the investigation into the suspected sabotage, Finnish police announced at a press conference. The crew members are Russian, Georgian, Kazakh, and Azerbaijani nationals. The cargo ship Fitburg sails under the flag of Saint Vincent and the Grenadines, an archipelago in the Caribbean. The 132-meter-lo… 2 months ago · Netherlands",Right,"system
You are participating in a standardized News Bias Classification task for academic
research. Output ONLY a single numeric value between -3.0 and +3.0.

Do NOT provide explanations or text.

user
            HEADLINE: Finland Seizes Cargo Ship After Suspected Sabotage of Submarine Cable
            ARTICLE SUMMARY: Finnish authorities have seized a vessel in the Gulf of Finland suspected of damaging an undersea data cable. Fourteen crew members were arrested in the investigation into the suspected sabotage, Finnish police announced at a press conference. The crew members are Russian, Georgian, Kazakh, and Azerbaijani nationals. The cargo ship Fitburg sails under the flag of Saint Vincent and the Grenadines, an archipelago in the Caribbean. The 132-meter-lo… 2 months ago · Netherlands

            Output ONLY the numeric bias score.
          
assistant0.0"
Discovered a 'Rebel' Planet Floating Alone in the Center of the Milky Way: 'It Is a World Driven by Its Star',"In the heart of the Milky Way, where the oldest stars of the galaxy intermix with the nascent stars and the frenzy of space dust, a ""rebel"" planet has been discovered that wanders completely only through the cosmos. It is a world that, unlike ours, does not revolve around any star, receives no heat from any sun and does not appear in any direct image. But it still survives. 2 months ago",Center,"system
You are participating in a standardized News Bias Classification task for academic
research. Output ONLY a single numeric value between -3.0 and +3.0.

Do NOT provide explanations or text.

user
            HEADLINE: Discovered a 'Rebel' Planet Floating Alone in the Center of the Milky Way: 'It Is a World Driven by Its Star'
            ARTICLE SUMMARY: In the heart of the Milky Way, where the oldest stars of the galaxy intermix with the nascent stars and the frenzy of space dust, a ""rebel"" planet has been discovered that wanders completely only through the cosmos. It is a world that, unlike ours, does not revolve around any star, receives no heat from any sun and does not appear in any direct image. But it still survives. 2 months ago

            Output ONLY the numeric bias score.
          
assistant0.0"
"After Alex Pretti killing in Minneapolis, Jewish gun owners confront Second Amendment tensions","Roberta Tarnove was horrified last week when she learned that a man protesting ICE was shot and killed in Minneapolis. And it wasn’t just because someone was dead. The 65-year-old Jewish resident of Los Angeles was also distressed that federal officials said the agents were justified in shooting Alex Pretti because they believed he was armed. Pretti, 37, was a licensed gun owner in a state where carrying a gun openly is legal. “I’m very sad. He …",Center,"system
You are participating in a standardized News Bias Classification task for academic
research. Output ONLY a single numeric value between -3.0 and +3.0.

Do NOT provide explanations or text.

user
            HEADLINE: After Alex Pretti killing in Minneapolis, Jewish gun owners confront Second Amendment tensions
            ARTICLE SUMMARY: Roberta Tarnove was horrified last week when she learned that a man protesting ICE was shot and killed in Minneapolis. And it wasn’t just because someone was dead. The 65-year-old Jewish resident of Los Angeles was also distressed that federal officials said the agents were justified in shooting Alex Pretti because they believed he was armed. Pretti, 37, was a licensed gun owner in a state where carrying a gun openly is legal. “I’m very sad. He …

            Output ONLY the numeric bias score.
          
assistant+2.0"
Trump's tariffs cost US households $1K last year: Analysis,"Trump's tariffs amounted to an average tax increase of $1,000 per U.S. household in 2025, according to a new analysis.",Center,"system
You are participating in a standardized News Bias Classification task for academic
research. Output ONLY a single numeric value between -3.0 and +3.0.

Do NOT provide explanations or text.

user
            HEADLINE: Trump's tariffs cost US households $1K last year: Analysis
            ARTICLE SUMMARY: Trump's tariffs amounted to an average tax increase of $1,000 per U.S. household in 2025, according to a new analysis.

            Output ONLY the numeric bias score.
          
assistant-1.0"
That's What the Swiss Police Say About the Explosion in Crans-Montana,At least ten people have been killed in the Swiss ski resort Crans-Montana. Now the police are commenting on the previous investigations. 2 months ago · Germany,Lean Left,"system
You are participating in a standardized News Bias Classification task for academic
research. Output ONLY a single numeric value between -3.0 and +3.0.

Do NOT provide explanations or text.

user
            HEADLINE: That's What the Swiss Police Say About the Explosion in Crans-Montana
            ARTICLE SUMMARY: At least ten people have been killed in the Swiss ski resort Crans-Montana. Now the police are commenting on the previous investigations. 2 months ago · Germany

            Output ONLY the numeric bias score.
          
assistant0.0"
"Walz meets Homan, sides agreed to further discussions on reducing federal agents in Minnesota","""The Governor and Homan agreed on the need for an ongoing dialogue and will continue working toward those goals, which the President also agreed to yesterday,"" Gov. Tim Walz's office said",Right,"system
You are participating in a standardized News Bias Classification task for academic
research. Output ONLY a single numeric value between -3.0 and +3.0.

Do NOT provide explanations or text.

user
            HEADLINE: Walz meets Homan, sides agreed to further discussions on reducing federal agents in Minnesota
            ARTICLE SUMMARY: ""The Governor and Homan agreed on the need for an ongoing dialogue and will continue working toward those goals, which the President also agreed to yesterday,"" Gov. Tim Walz's office said

            Output ONLY the numeric bias score.
          
assistant0.0"
